Id,SourceId,Source,Comment,W,L,G,PossibleDuplicate,SuspiciousWeight
728,N43,Crawford,,10.00,34.00,14.00,0,0
729,N60,Crawford,Male,10.00,34.50,14.50,0,0
730,N61,Crawford,Male,10.00,33.50,14.00,0,0
731,N11,Crawford,,9.50,35.00,13.00,0,0
732,L65,Crawford,,9.00,36.00,15.00,0,0
733,N44,Crawford,Male,9.00,32.00,12.75,0,0
734,N78,Crawford,Male,9.00,32.00,12.75,0,0
735,L56,Crawford,,8.75,33.50,16.00,0,0
736,X01,Crawford,Hybrid,8.50,33.00,13.00,0,0
737,X41,Crawford,Male,8.50,32.50,13.00,0,0
738,Y18,Crawford,Male,8.50,33.00,13.25,0,0
739,N58,Crawford,Male,8.50,33.50,13.50,0,0
740,X12,Crawford,,8.25,33.00,14.50,0,0
741,L62,Crawford,,8.00,33.50,12.25,0,0
742,X28,Crawford,,8.00,33.00,14.50,0,0
743,X69,Crawford,,8.00,32.00,13.00,0,0
744,X76,Crawford,,8.00,32.00,14.00,0,0
745,N50,Crawford,Hybrid Male,8.00,33.00,12.50,0,0
746,N52,Crawford,Male,8.00,32.00,12.75,0,0
747,N57,Crawford,Male,8.00,33.00,12.00,0,0
748,N66,Crawford,,8.00,33.50,12.25,0,0
749,Y19,Crawford,,7.75,33.50,12.50,0,0
750,L31,Crawford,,7.50,32.00,13.00,0,0
751,X30,Crawford,,7.50,32.50,13.00,0,0
752,X35,Crawford,,7.50,32.50,14.00,0,0
753,X53,Crawford,,7.50,32.00,13.50,0,0
754,Y14,Crawford,,7.50,33.00,12.00,0,0
755,N04,Crawford,Male,7.50,32.00,12.00,0,0
756,N76,Crawford,Male,7.50,32.50,12.00,0,0
757,N79,Crawford,Male,7.50,31.00,11.50,0,0
758,L69,Crawford,,7.25,31.00,13.50,0,0
759,M05,Crawford,Male,7.25,31.50,13.00,0,0
760,M09,Crawford,Male,7.25,31.00,13.00,0,0
761,X07,Crawford,,7.25,32.00,13.00,0,0
762,X48,Crawford,,7.25,30.50,12.00,0,0
763,X50,Crawford,Male,7.25,31.00,12.00,0,0
764,L22,Crawford,,7.00,30.00,13.50,0,0
765,L61,Crawford,,7.00,33.50,15.25,0,0
766,L66,Crawford,,7.00,31.00,13.00,0,0
767,M18,Crawford,,7.00,32.00,13.50,0,0
768,M19,Crawford,,7.00,31.50,13.00,0,0
769,X05,Crawford,,7.00,31.50,12.50,0,0
770,X85,Crawford,,7.00,31.00,12.00,0,0
771,X29,Crawford,Male,6.75,30.00,12.25,0,0
772,X38,Crawford,,6.75,30.50,12.00,0,0
773,X77,Crawford,Male,6.75,31.00,11.75,0,0
774,M12,Crawford,Male,6.50,31.00,12.00,0,0
775,M13,Crawford,,6.50,30.00,12.50,0,0
776,X27,Crawford,,6.50,30.00,12.25,0,0
777,N47,Crawford,Male,6.50,31.00,11.75,0,0
778,N77,Crawford,Hybrid Male,6.50,30.00,10.25,0,0
779,X61,Crawford,,6.25,30.00,11.50,0,0
780,L28,Crawford,,6.00,30.00,12.25,0,0
781,M10,Crawford,Male,6.00,30.00,11.50,0,0
782,X65,Crawford,Hybrid,6.00,30.50,12.75,0,0
783,R1,Ramsell,,53.00,53.00,29.00,0,0
784,R2,Ramsell,,53.00,54.00,28.50,0,0
785,R3,Ramsell,,58.50,54.75,30.50,0,0
786,R4,Ramsell,,55.56,59.00,27.00,0,0
787,R5,Ramsell,,58.13,58.00,29.00,0,0
788,R6,Ramsell,,61.25,55.50,31.50,0,0
789,R7,Ramsell,,58.05,52.50,30.75,0,0
790,R8,Ramsell,,53.50,57.50,27.75,0,0
791,R9,Ramsell,,51.31,57.25,27.00,0,0
792,R10,Ramsell,,52.20,55.00,28.00,0,0
793,R11,Ramsell,,53.00,56.00,27.50,0,0
794,R12,Ramsell,,55.56,53.50,28.50,0,0
795,R13,Ramsell,,59.69,60.00,29.00,0,0
796,R14,Ramsell,,56.44,55.00,29.00,0,0
797,R15,Ramsell,,52.75,52.00,29.00,0,0
798,R16,Ramsell,,52.31,54.50,27.50,0,0
799,R17,Ramsell,,51.00,56.00,26.00,0,0
800,R18,Ramsell,,50.25,56.00,26.00,0,0
801,R19,Ramsell,,50.13,54.00,28.00,0,0
802,R20,Ramsell,,50.00,53.75,27.00,0,0
803,R21,Ramsell,,51.13,53.00,28.50,0,0
804,R22,Ramsell,,55.00,54.00,28.00,0,0
805,R23,Ramsell,,52.38,58.50,26.50,0,0
806,R24,Ramsell,,52.25,55.75,27.00,0,0
807,R25,Ramsell,,51.88,55.75,27.75,0,0
808,R26,Ramsell,,50.25,52.50,27.25,0,0
809,R27,Ramsell,,50.00,50.38,28.00,0,0
